ticker,quarter,revenue,gross_margin,fcf_margin,market_cap,ev,revenue_growth_qoq
PCOR,2025-03-31,310632000.0,0.7909874063200185,0.15022277163975378,6538073088,6288841088.0,
PCOR,2025-06-30,323919000.0,0.790898341869418,0.032807584612202435,6538073088,6278944088.0,0.042774086378737586
PCOR,2025-09-30,338851000.0,0.7970730498065521,0.1999020218326049,6538073088,6250621088.0,0.04609794423914626
PCOR,2025-12-31,349107000.0,0.8011727063622328,0.2620371404755562,6538073088,6129801088.0,0.03026699050615167
PCOR,2026-03-31,359283000.0,0.8010120155977322,0.15598288814110325,6538073088,6236998088.0,0.02914865642911768
PD,2025-04-30,119805000.0,0.8398731271649764,0.24194315763115062,796676096,888473096.0,
PD,2025-07-31,123411000.0,0.8460347943052078,0.244767484259912,796676096,865337096.0,0.03009891072993609
PD,2025-10-31,124545000.0,0.8526074912682163,0.16804367899152917,796676096,880942096.0,0.009188808128935078
PD,2026-01-31,124785000.0,0.8589574067395921,0.1807989742356854,796676096,972601096.0,0.0019270143321690192
PD,2026-04-30,120967000.0,0.8427670356378186,0.3405226218720808,796676096,1000546096.0,-0.03059662619705894
PINS,2025-03-31,854988000.0,0.7669324013904288,0.4168678390807824,12614743040,11506389040.0,
PINS,2025-06-30,998227000.0,0.7966304257448457,0.1970323383358695,12614743040,11535214040.0,0.16753334549724674
PINS,2025-09-30,1049205000.0,0.7976324931734027,0.30348787891784734,12614743040,11687580040.0,0.051068544529450755
PINS,2025-12-31,1319347000.0,0.828008097945423,0.2883001969913904,12614743040,11907419040.0,0.2574730391105646
PINS,2026-03-31,1007514000.0,0.7632271114843069,0.3093574878363973,12614743040,13441696040.0,-0.23635404484188016
PLTR,2025-03-31,883855000.0,0.804300479150992,0.34403720067205595,303955181568,303206313568.0,
PLTR,2025-06-30,1003697000.0,0.8077766497259631,0.5296588512270137,303955181568,303263446568.0,0.135590113763004
PLTR,2025-09-30,1181092000.0,0.8244785334249999,0.4240753472210463,303955181568,302574650568.0,0.17674158635524462
PLTR,2025-12-31,1406802000.0,0.8464844377531451,0.5430920627067632,303955181568,302760723568.0,0.1911028099419858
PLTR,2026-03-31,1632583000.0,0.8678180527421883,0.5462288900472442,303955181568,301875527568.0,0.1604923791692079
PYPL,2025-03-31,7791000000.0,0.4769605955589783,0.1237325118726736,40859123712,44827123712.0,
PYPL,2025-06-30,8288000000.0,0.4638030888030888,0.0834942084942085,40859123712,45467123712.0,0.06379155435759198
PYPL,2025-09-30,8417000000.0,0.45990257811571816,0.2041107282879886,40859123712,43140123712.0,0.015564671814671804
PYPL,2025-12-31,8676000000.0,0.4649608114338405,0.2524204702627939,40859123712,42797123712.0,0.030771058571937848
PYPL,2026-03-31,8353000000.0,0.4561235484257153,0.10810487250089788,40859123712,43291123712.0,-0.03722913785154447
QLYS,2025-03-31,159899000.0,0.8190983058055398,0.6726120863795271,5377285120,5135257120.0,
QLYS,2025-06-30,164062000.0,0.8239872731040704,0.1977545074423084,5377285120,5238649120.0,0.02603518471034838
QLYS,2025-09-30,169882000.0,0.8363687736193358,0.5267244322529756,5377285120,5206641120.0,0.03547439382672413
QLYS,2025-12-31,175282000.0,0.8335995709770542,0.4275110964046508,5377285120,5179301120.0,0.031786769640103074
QLYS,2026-03-31,175638000.0,0.8292510732301666,0.5330680148942711,5377285120,5150046120.0,0.002031012882098615
RBLX,2025-03-31,1035000000.0,0.782608695652174,0.41256038647342996,39629422592,40275924592.0,
RBLX,2025-06-30,1080677000.0,0.781513810324454,0.16304686784302802,39629422592,40419970592.0,0.044132367149758434
RBLX,2025-09-30,1359646000.0,0.7819608927617924,0.32552737992095,39629422592,40376969592.0,0.2581428123296785
RBLX,2025-12-31,1415021000.0,0.7773849292696009,0.2170123270255353,39629422592,40226807592.0,0.04072751289673926
RBLX,2026-03-31,1442000000.0,0.7961165048543689,0.4133148404993065,39629422592,40229422592.0,0.019066148134903926
